loop = 0
# Time Axis1 Axis2 Axis3 Axis4 Axis5 Axis6 Axis7 Axis8 Axis9 Axis10 Axis11 Axis12
0.82 0.404006 0.169106 0.427373 0.0 0.0 0.0 0.676852 0.829484 0.686305 96.912628 -4.195352 -148.005615
0.84 0.403813 0.178574 0.432681 0.0 0.0 0.0 0.676653 0.834166 0.688589 96.948837 -4.28705 -146.400375
0.86 0.403504 0.188019 0.438233 0.0 0.0 0.0 0.676444 0.838843 0.691021 96.973969 -4.37255 -144.79039
0.88 0.403079 0.197424 0.444029 0.0 0.0 0.0 0.676222 0.843509 0.693603 96.988113 -4.451575 -143.177658
0.9 0.402538 0.206775 0.450066 0.0 0.0 0.0 0.675987 0.848154 0.696334 96.991417 -4.52387 -141.564072
0.92 0.401881 0.216057 0.456341 0.0 0.0 0.0 0.675738 0.852773 0.699214 96.984055 -4.589219 -139.95163
0.94 0.40111 0.225255 0.46285 0.0 0.0 0.0 0.675474 0.857358 0.702241 96.966286 -4.647428 -138.342239
0.96 0.400225 0.234354 0.469588 0.0 0.0 0.0 0.675196 0.8619 0.705413 96.9384 -4.69834 -136.737854
0.98 0.39923 0.24334 0.476549 0.0 0.0 0.0 0.674901 0.866394 0.708729 96.900726 -4.741833 -135.140396
1.0 0.398128 0.252199 0.483729 0.0 0.0 0.0 0.674592 0.870832 0.712184 96.853638 -4.777816 -133.551743
1.02 0.39692 0.260919 0.491119 0.0 0.0 0.0 0.674266 0.875207 0.715777 96.797554 -4.806222 -131.973801
1.04 0.395612 0.269485 0.498712 0.0 0.0 0.0 0.673923 0.879512 0.719504 96.73291 -4.827025 -130.408417
1.06 0.394207 0.277885 0.506499 0.0 0.0 0.0 0.673565 0.883741 0.723359 96.660187 -4.840228 -128.857391
1.08 0.392711 0.286108 0.514472 0.0 0.0 0.0 0.673191 0.887887 0.727338 96.579865 -4.845865 -127.322533
1.1 0.391129 0.294143 0.52262 0.0 0.0 0.0 0.672802 0.891945 0.731436 96.492455 -4.843997 -125.805603
1.12 0.389467 0.30198 0.530933 0.0 0.0 0.0 0.672398 0.895909 0.735648 96.398491 -4.834707 -124.308311
1.14 0.38773 0.309607 0.539401 0.0 0.0 0.0 0.67198 0.899774 0.739966 96.2985 -4.81811 -122.832321
1.16 0.385926 0.317018 0.548011 0.0 0.0 0.0 0.671549 0.903535 0.744386 96.193016 -4.794339 -121.379265
1.18 0.384062 0.324202 0.556752 0.0 0.0 0.0 0.671106 0.907187 0.748899 96.082565 -4.763548 -119.950722
1.2 0.382146 0.331154 0.565612 0.0 0.0 0.0 0.670654 0.910726 0.7535 95.96769 -4.725902 -118.548225
1.22 0.380184 0.337867 0.574576 0.0 0.0 0.0 0.670193 0.914148 0.758181 95.8489 -4.681589 -117.173264
1.24 0.378186 0.344335 0.583632 0.0 0.0 0.0 0.669725 0.917451 0.762933 95.726692 -4.6308 -115.827263
1.26 0.376159 0.350553 0.592766 0.0 0.0 0.0 0.669253 0.920632 0.76775 95.601547 -4.573738 -114.511604
1.28 0.374113 0.356518 0.601965 0.0 0.0 0.0 0.668779 0.923688 0.772624 95.473915 -4.51061 -113.227615
1.3 0.372056 0.362227 0.611214 0.0 0.0 0.0 0.668306 0.926617 0.777546 95.344231 -4.44162 -111.97657
1.32 0.369998 0.367677 0.620498 0.0 0.0 0.0 0.667837 0.929419 0.782509 95.212868 -4.366972 -110.759697
1.34 0.367948 0.372869 0.629802 0.0 0.0 0.0 0.667374 0.932092 0.787504 95.0802 -4.286868 -109.578178
1.36 0.365914 0.377802 0.639113 0.0 0.0 0.0 0.666922 0.934636 0.792523 94.946533 -4.2015 -108.433136
1.38 0.363908 0.382476 0.648416 0.0 0.0 0.0 0.666483 0.937051 0.797558 94.812126 -4.111048 -107.325653
1.4 0.361937 0.386893 0.657694 0.0 0.0 0.0 0.666062 0.939338 0.802601 94.677208 -4.015685 -106.256767
1.42 0.360013 0.391057 0.666934 0.0 0.0 0.0 0.665663 0.941498 0.807643 94.541946 -3.915549 -105.227455
1.44 0.358144 0.394969 0.676121 0.0 0.0 0.0 0.66529 0.943532 0.812677 94.406448 -3.810791 -104.23867
1.46 0.356341 0.398635 0.68524 0.0 0.0 0.0 0.664948 0.945442 0.817695 94.270775 -3.701519 -103.291328
1.48 0.354612 0.402058 0.694276 0.0 0.0 0.0 0.664641 0.947231 0.822689 94.134918 -3.587822 -102.386307
1.5 0.352968 0.405246 0.703215 0.0 0.0 0.0 0.664375 0.948902 0.827652 93.998817 -3.46978 -101.524429
1.52 0.351418 0.408203 0.712042 0.0 0.0 0.0 0.664156 0.950456 0.832577 93.862335 -3.347441 -100.706505
1.54 0.349971 0.410938 0.720744 0.0 0.0 0.0 0.663988 0.951898 0.837455 93.725273 -3.220828 -99.933304
1.56 0.348637 0.413456 0.729305 0.0 0.0 0.0 0.663878 0.953232 0.842281 93.587372 -3.089936 -99.205582
1.58 0.347424 0.415767 0.737714 0.0 0.0 0.0 0.663831 0.954461 0.847048 93.44828 -2.954746 -98.524055
1.6 0.346342 0.417878 0.745955 0.0 0.0 0.0 0.663854 0.955589 0.851748 93.307594 -2.815216 -97.889427
1.62 0.3454 0.419799 0.754016 0.0 0.0 0.0 0.663954 0.956621 0.856377 93.164841 -2.671264 -97.302376
1.64 0.344605 0.421538 0.761884 0.0 0.0 0.0 0.664136 0.957561 0.860927 93.019455 -2.5228 -96.763542
1.66 0.343966 0.423106 0.769546 0.0 0.0 0.0 0.664409 0.958415 0.865394 92.870804 -2.369704 -96.27359
1.68 0.343492 0.42451 0.77699 0.0 0.0 0.0 0.664779 0.959185 0.869771 92.718185 -2.21184 -95.833115
1.7 0.343191 0.425762 0.784204 0.0 0.0 0.0 0.665254 0.959878 0.874054 92.560806 -2.049052 -95.442726
1.72 0.34307 0.426871 0.791175 0.0 0.0 0.0 0.665841 0.960498 0.878237 92.397804 -1.881181 -95.10302
1.74 0.343137 0.427846 0.797893 0.0 0.0 0.0 0.666549 0.96105 0.882315 92.228249 -1.708022 -94.814568
1.76 0.3434 0.428697 0.804346 0.0 0.0 0.0 0.667386 0.961538 0.886284 92.051125 -1.529371 -94.577919
1.78 0.343865 0.429433 0.810523 0.0 0.0 0.0 0.668359 0.961966 0.89014 91.865341 -1.345033 -94.393608
1.8 0.344539 0.430064 0.816413 0.0 0.0 0.0 0.669478 0.962339 0.893876 91.669731 -1.154773 -94.262154
1.82 0.34543 0.430598 0.822005 0.0 0.0 0.0 0.670752 0.962659 0.897491 91.463051 -0.958368 -94.184059
1.84 0.346544 0.431043 0.82729 0.0 0.0 0.0 0.672189 0.962932 0.900979 91.243996 -0.75559 -94.159805
1.86 0.347888 0.431407 0.832257 0.0 0.0 0.0 0.673799 0.96316 0.904337 91.011185 -0.546197 -94.189835
1.88 0.349467 0.431698 0.836896 0.0 0.0 0.0 0.675591 0.963345 0.90756 90.763161 -0.329972 -94.274574
1.9 0.351288 0.431921 0.841197 0.0 0.0 0.0 0.677576 0.96349 0.910645 90.498405 -0.106667 -94.414421
1.92 0.353356 0.432082 0.845152 0.0 0.0 0.0 0.679762 0.963596 0.913588 90.21534 0.123928 -94.609718
1.94 0.355677 0.432186 0.84875 0.0 0.0 0.0 0.68216 0.963663 0.916386 89.912331 0.362034 -94.860802
1.96 0.358258 0.432236 0.851982 0.0 0.0 0.0 0.684779 0.963693 0.919034 89.587677 0.607858 -95.167923
1.98 0.361102 0.432236 0.854839 0.0 0.0 0.0 0.687632 0.963684 0.92153 89.239639 0.8616 -95.531303
2.0 0.364216 0.432187 0.857312 0.0 0.0 0.0 0.690726 0.963634 0.923869 88.866432 1.123443 -95.951126
2.02 0.367835 0.432078 0.859363 0.0 0.0 0.0 0.693846 0.96355 0.926044 88.545219 1.396231 -96.458199
2.04 0.372181 0.431893 0.86097 0.0 0.0 0.0 0.696798 0.96344 0.92806 88.345604 1.683779 -97.07798
2.06 0.377229 0.431618 0.862142 0.0 0.0 0.0 0.699629 0.963299 0.929928 88.254341 1.987756 -97.802254
2.08 0.382958 0.431237 0.862892 0.0 0.0 0.0 0.702387 0.963115 0.931663 88.258202 2.309708 -98.622536
2.1 0.389344 0.43073 0.863231 0.0 0.0 0.0 0.705116 0.962876 0.933276 88.344032 2.650873 -99.53019
2.12 0.396363 0.430075 0.863171 0.0 0.0 0.0 0.707863 0.962565 0.934776 88.498779 3.011986 -100.516594
2.14 0.40399 0.429248 0.862726 0.0 0.0 0.0 0.710672 0.962162 0.936172 88.709557 3.393159 -101.573212
2.16 0.412198 0.428223 0.86191 0.0 0.0 0.0 0.713585 0.96165 0.937467 88.963722 3.793752 -102.69175
2.18 0.42096 0.426972 0.860738 0.0 0.0 0.0 0.716642 0.961007 0.938663 89.248917 4.212304 -103.864273
2.2 0.430247 0.425467 0.859226 0.0 0.0 0.0 0.719884 0.960217 0.939757 89.553116 4.6465 -105.083359
2.22 0.44003 0.42368 0.857392 0.0 0.0 0.0 0.723346 0.959261 0.940747 89.864639 5.093147 -106.342194
2.24 0.450277 0.42158 0.855256 0.0 0.0 0.0 0.727063 0.958124 0.941622 90.172218 5.548229 -107.634712
2.26 0.460955 0.41914 0.852837 0.0 0.0 0.0 0.731065 0.956792 0.942373 90.464966 6.006947 -108.955696
2.28 0.472031 0.416331 0.850158 0.0 0.0 0.0 0.735383 0.955254 0.942987 90.732399 6.463824 -110.300819
2.3 0.48347 0.413127 0.847243 0.0 0.0 0.0 0.740042 0.9535 0.943449 90.964386 6.912795 -111.666809
2.32 0.495235 0.409501 0.844116 0.0 0.0 0.0 0.745066 0.951523 0.943744 91.151115 7.347353 -113.051353
2.34 0.507289 0.40543 0.840804 0.0 0.0 0.0 0.750477 0.949319 0.943856 91.283104 7.760657 -114.453239
2.36 0.519593 0.400893 0.837335 0.0 0.0 0.0 0.756294 0.946884 0.943768 91.351059 8.145673 -115.872223
2.38 0.532107 0.39587 0.83374 0.0 0.0 0.0 0.762535 0.944216 0.943464 91.345909 8.495282 -117.309074
2.4 0.54479 0.390347 0.830048 0.0 0.0 0.0 0.769218 0.941313 0.942929 91.258728 8.802408 -118.765434
2.42 0.557602 0.384309 0.826291 0.0 0.0 0.0 0.776357 0.938175 0.94215 91.080673 9.06008 -120.243721
2.44 0.570501 0.377748 0.822501 0.0 0.0 0.0 0.783968 0.934801 0.941114 90.803001 9.261521 -121.747002
2.46 0.583446 0.370657 0.818713 0.0 0.0 0.0 0.792067 0.931187 0.939808 90.417015 9.400154 -123.278816
2.48 0.596393 0.363036 0.814958 0.0 0.0 0.0 0.800669 0.927328 0.938222 89.914101 9.469601 -124.842987
2.5 0.609303 0.354886 0.811271 0.0 0.0 0.0 0.809788 0.923216 0.936347 89.285698 9.463665 -126.443405
2.52 0.622133 0.346214 0.807686 0.0 0.0 0.0 0.819045 0.918874 0.933984 88.617989 9.331989 -128.02449
2.54 0.634844 0.33703 0.804234 0.0 0.0 0.0 0.828035 0.914334 0.930998 88.003708 9.038728 -129.53447
2.56 0.647395 0.327349 0.800948 0.0 0.0 0.0 0.83673 0.909591 0.927471 87.444084 8.599703 -130.983017
2.58 0.65975 0.317189 0.79786 0.0 0.0 0.0 0.845105 0.904641 0.923486 86.9403 8.030914 -132.379852
2.6 0.67187 0.306573 0.794998 0.0 0.0 0.0 0.853134 0.899478 0.919124 86.493401 7.348467 -133.734558
2.62 0.683723 0.295527 0.79239 0.0 0.0 0.0 0.860792 0.894099 0.914468 86.104347 6.568544 -135.056396
2.64 0.695275 0.284082 0.790063 0.0 0.0 0.0 0.868055 0.888505 0.909599 85.773941 5.707301 -136.354248
2.66 0.706495 0.27227 0.788039 0.0 0.0 0.0 0.874901 0.882697 0.904599 85.502838 4.780811 -137.636383
2.68 0.717356 0.260128 0.786341 0.0 0.0 0.0 0.881309 0.876683 0.899545 85.291443 3.804991 -138.910461
2.7 0.727832 0.247696 0.784985 0.0 0.0 0.0 0.887265 0.870474 0.894517 85.139824 2.795463 -140.183289
2.72 0.737901 0.235015 0.783987 0.0 0.0 0.0 0.892754 0.864086 0.889588 85.047684 1.7675 -141.460876
2.74 0.747543 0.222127 0.78336 0.0 0.0 0.0 0.897769 0.85754 0.884829 85.014221 0.735878 -142.748199
2.76 0.756742 0.209079 0.783113 0.0 0.0 0.0 0.902307 0.850861 0.880307 85.038078 -0.285243 -144.049255
2.78 0.765483 0.195916 0.78325 0.0 0.0 0.0 0.906369 0.844075 0.876084 85.11721 -1.282439 -145.366913
2.8 0.773758 0.182684 0.783773 0.0 0.0 0.0 0.909965 0.837215 0.872215 85.248848 -2.243162 -146.702957
2.82 0.781558 0.169431 0.784683 0.0 0.0 0.0 0.913106 0.830314 0.86875 85.429466 -3.155871 -148.057938
2.84 0.788879 0.156204 0.785973 0.0 0.0 0.0 0.915811 0.823406 0.865732 85.654709 -4.010172 -149.431305
2.86 0.79572 0.143047 0.787636 0.0 0.0 0.0 0.918104 0.816526 0.863195 85.919449 -4.796967 -150.821396
2.88 0.802084 0.130006 0.789661 0.0 0.0 0.0 0.920013 0.809708 0.861165 86.217789 -5.508523 -152.225449
2.9 0.807974 0.117125 0.792033 0.0 0.0 0.0 0.921571 0.802986 0.859661 86.543205 -6.1386 -153.639786
2.92 0.813399 0.104444 0.794736 0.0 0.0 0.0 0.922811 0.796391 0.858694 86.888641 -6.68249 -155.059875
2.94 0.818368 0.092004 0.797748 0.0 0.0 0.0 0.923773 0.789952 0.858265 87.246651 -7.137109 -156.480576
2.96 0.822893 0.07984 0.801048 0.0 0.0 0.0 0.924494 0.783695 0.858369 87.609604 -7.500957 -157.896225
2.98 0.82699 0.067987 0.804612 0.0 0.0 0.0 0.925014 0.777642 0.858991 87.969894 -7.774097 -159.300888
3.0 0.830674 0.056477 0.808412 0.0 0.0 0.0 0.925373 0.771813 0.860111 88.320152 -7.958117 -160.688553
3.02 0.833963 0.045337 0.81242 0.0 0.0 0.0 0.925609 0.766222 0.861701 88.653435 -8.055991 -162.053268
3.04 0.836877 0.034593 0.816606 0.0 0.0 0.0 0.925758 0.760881 0.863729 88.963432 -8.07198 -163.389435
3.06 0.839437 0.024267 0.82094 0.0 0.0 0.0 0.925852 0.755798 0.866157 89.244614 -8.011463 -164.691727
3.08 0.841664 0.014376 0.82539 0.0 0.0 0.0 0.925923 0.750977 0.86894 89.492393 -7.880775 -165.955444
3.1 0.843581 0.004936 0.829923 0.0 0.0 0.0 0.925997 0.746422 0.872035 89.703217 -7.687009 -167.176376
3.12 0.845212 -0.00404 0.834507 0.0 0.0 0.0 0.926095 0.74213 0.875392 89.87458 -7.437835 -168.350952
3.14 0.846579 -0.012542 0.839108 0.0 0.0 0.0 0.926235 0.7381 0.878961 90.005135 -7.141296 -169.476196
3.16 0.847707 -0.020566 0.843695 0.0 0.0 0.0 0.926432 0.734326 0.882691 90.094597 -6.805685 -170.549698
3.18 0.848618 -0.028106 0.848235 0.0 0.0 0.0 0.926692 0.730804 0.88653 90.143753 -6.439314 -171.56955
3.2 0.849335 -0.035162 0.852696 0.0 0.0 0.0 0.927021 0.727527 0.890429 90.154388 -6.050409 -172.534286
3.22 0.849882 -0.041733 0.857048 0.0 0.0 0.0 0.927419 0.724488 0.894336 90.129196 -5.646948 -173.442825
3.24 0.850281 -0.047823 0.86126 0.0 0.0 0.0 0.927882 0.721679 0.898206 90.071678 -5.236613 -174.294327
3.26 0.850552 -0.053434 0.865303 0.0 0.0 0.0 0.928403 0.719095 0.901991 89.986031 -4.826647 -175.088135
3.28 0.850717 -0.058573 0.869149 0.0 0.0 0.0 0.928972 0.716729 0.905649 89.877029 -4.423819 -175.82373
3.3 0.850794 -0.063245 0.872772 0.0 0.0 0.0 0.929574 0.714576 0.909138 89.749916 -4.034355 -176.500595
3.32 0.850803 -0.067456 0.876146 0.0 0.0 0.0 0.930197 0.712631 0.912423 89.610245 -3.663979 -177.118195
3.34 0.85076 -0.071213 0.879247 0.0 0.0 0.0 0.930822 0.71089 0.915467 89.463768 -3.317828 -177.675949
3.36 0.85068 -0.074522 0.882052 0.0 0.0 0.0 0.931433 0.709351 0.91824 89.316299 -3.000507 -178.173096
3.38 0.85058 -0.077387 0.884539 0.0 0.0 0.0 0.932012 0.708012 0.920713 89.173576 -2.716115 -178.608749
3.4 0.85047 -0.079813 0.886689 0.0 0.0 0.0 0.93254 0.706874 0.922859 89.04113 -2.468268 -178.981842
3.42 0.850364 -0.081803 0.888482 0.0 0.0 0.0 0.933002 0.705936 0.924656 88.924141 -2.260134 -179.291122
3.44 0.85027 -0.083357 0.889903 0.0 0.0 0.0 0.933381 0.705201 0.926082 88.827286 -2.094495 -179.535049
3.46 0.850196 -0.084474 0.890934 0.0 0.0 0.0 0.933663 0.704671 0.92712 88.754623 -1.973766 -179.711914
3.48 0.850149 -0.085149 0.891561 0.0 0.0 0.0 0.933838 0.70435 0.927753 88.709419 -1.900033 -179.819717
3.5 0.850133 -0.085377 0.891773 0.0 0.0 0.0 0.933898 0.704242 0.927967 88.694008 -1.875107 -179.856201
3.52 0.850133 -0.085377 0.891773 0.0 0.0 0.0 0.933898 0.704242 0.927967 88.694008 -1.875107 -179.856201
3.54 0.850133 -0.085377 0.891773 0.0 0.0 0.0 0.933898 0.704242 0.927967 88.694008 -1.875107 -179.856201
